place_id,dine_in,summary,address,price_level,rating,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,user_ratings_total,delivery,weelchair,hours_open,num_days_open,open_weekends,types
ChIJmee0CCaIQQ0RmSOyOYB9J-0,True,,"Av. de Ntra. Sra. de Fátima, 86, Carabanchel, 28047 Madrid, Spain",,4.0,True,True,True,True,True,True,False,True,True,2583.0,True,True,91.0,7,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJC4d6HB6IQQ0RyVATdPKJDPI,True,,"Gta. de los Carmenes, Latina, 28047 Madrid, Spain",1.0,4.1,True,True,True,True,True,True,False,True,True,213.0,False,False,96.0,6,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJaYVS2fQnQg0R6XTrR-1ZUa8,True,,"Av. de Ntra. Sra. de Valvanera, 115, Carabanchel, 28025 Madrid, Spain",,2.6,,,,,True,True,,,,44.0,,,91.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJCYhIuCKIQQ0RHroP85TSwlw,True,,"C. de Illescas, 98, local f, Latina, 28047 Madrid, Spain",1.0,4.1,True,True,False,,True,True,False,True,True,686.0,True,,57.75,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ21EgGDyIQQ0R_Hki-_m6GeM,True,,"Latina, C. de Camarena, 254, posterior, Latina, 28047 Madrid, Spain",2.0,4.6,True,True,,True,True,True,False,True,True,1082.0,True,,33.0,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJKZpPYYknQg0Rk5aIvfTJWqI,True,,"Av. de la Plaza de Toros, 17, Carabanchel, 28025 Madrid, Spain",1.0,3.7,True,True,True,True,True,True,False,True,True,1690.0,False,True,106.5,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJOYTDEYonQg0Rm0H0F6qXd5k,True,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,"P.º de Marcelino Camacho, 44, Carabanchel, 28025 Madrid, Spain",1.0,4.0,,,False,False,True,True,False,,True,2066.0,True,True,81.5,7,True,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJDwocnxWIQQ0R0glU-BIhMPM,True,,"C. de Quero, 35, Latina, 28024 Madrid, Spain",1.0,3.5,True,True,True,True,True,True,False,True,True,495.0,True,,69.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJy5v49IsnQg0RHqRXGqA50OY,True,,"Carabanchel, 28025 Madrid, Spain",,3.8,True,True,True,,True,True,False,True,,217.0,False,True,84.0,7,True,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
ChIJ0auhEiaIQQ0RGFGKGaE3pU4,True,,"Av. de Ntra. Sra. de Fátima, 84, Carabanchel, 28047 Madrid, Spain",1.0,3.7,True,True,,True,True,True,False,True,True,399.0,True,,56.91666666666667,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJuXGOKyyIQQ0R_Wu9rg4sLrM,True,,"Av. de Ntra. Sra. de Fátima, 92, Carabanchel, 28047 Madrid, Spain",1.0,4.3,True,True,False,,True,True,,True,True,709.0,True,True,56.75,7,True,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJZbf9txeIQQ0RG8X3ByqUJZY,True,,"C. de Camarena, 107, Latina, 28047 Madrid, Spain",1.0,4.6,True,True,False,,True,True,True,True,True,643.0,,False,26.0,5,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJfTsa3YsnQg0RcebDSdC7k2M,True,,"P.º de Marcelino Camacho, 17, Carabanchel, 28025 Madrid, Spain",1.0,4.5,True,True,False,False,True,True,False,True,,801.0,False,True,29.0,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJOzQGX4knQg0Re3dqSkorC0g,True,,"Palacio, Av. de la Plaza de Toros, 17, Carabanchel, 28025 Madrid, Spain",2.0,3.6,True,True,False,,True,True,,True,True,929.0,True,,49.0,7,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJBcnYiCKIQQ0RC6750RgMJcY,True,,"Cl. de los Yébenes, 253, Latina, 28047 Madrid, Spain",1.0,3.8,True,True,,,,,,True,True,18.0,False,,98.0,7,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJGxWmdCOIQQ0RYthkwOTiF-c,True,,"C. de Ocaña, 112, Latina, 28047 Madrid, Spain",2.0,4.1,True,True,True,True,True,True,False,True,True,1732.0,,True,96.5,7,True,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
ChIJpTbA7YonQg0R8OyvlEYTEvY,,,"C. de la Laguna, 107, Carabanchel, 28025 Madrid, Spain",,4.5,,,,,,,,,,518.0,,True,42.5,6,False,"['grocery_or_supermarket', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJk3RR0FSJQQ0RRK4kajQucoo,True,,"Cl. de los Yébenes, 150, Latina, 28047 Madrid, Spain",1.0,4.0,True,True,,,True,True,True,True,True,377.0,True,True,68.0,7,True,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJTVN67NeJQQ0RRWBpxVsEXsw,True,,"Cl. de los Yébenes, 150, Latina, 28047 Madrid, Spain",1.0,4.4,True,True,True,True,True,True,False,True,True,1313.0,True,True,96.0,6,False,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJOYL46yKIQQ0RxQ9GL2O6eUs,True,,"C. de Illescas, 100, Latina, 28047 Madrid, Spain",,4.1,,True,,,True,True,False,,True,65.0,True,True,84.0,7,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJgQpkI7yJQQ0RkbH2Of1QJEQ,True,,"C. de Ocaña, 112, Latina, 28047 Madrid, Spain",,4.9,True,True,,,True,True,,True,True,229.0,True,,,0,False,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJjbuspxuJQQ0Rt4kl3LTGLvY,True,"Well-known fast-food chain serving grilled burgers, fries & shakes.","C. de Ocaña, 112, Latina, 28047 Madrid, Spain",1.0,4.1,,True,True,,True,True,True,False,True,719.0,True,True,83.0,7,True,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ8SA3ayOIQQ0RK4EOwJs_CFo,,,"C. de Ocaña, 112, Latina, 28047 Madrid, Spain",2.0,3.7,True,True,,,,,,True,False,349.0,False,True,40.5,4,True,"['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJs3y1EyOIQQ0RGQhPtrqdtvY,True,,"C. de Ocaña, 112, Latina, 28047 Madrid, Spain",1.0,4.3,True,True,True,True,True,True,False,True,True,2552.0,False,True,97.5,7,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJO9CRu_OJQQ0R7siszwp8tk4,True,,"C. de Ntra. Sra. de la Luz, 118, Latina, 28047 Madrid, Spain",,5.0,,True,,,,True,,,True,5.0,False,,66.0,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ61fessWJQQ0R86gyK4Js3CQ,True,,"C. de Ntra. Sra. de la Luz, 118, Latina, 28047 Madrid, Spain",,,,True,,,,,,True,True,,True,,,0,False,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJZ7wIhQ-JQQ0R3jjbv2bMPxI,True,,"C. de Ntra. Sra. de la Luz, 118, Latina, 28047 Madrid, Spain",,4.5,True,True,,,True,True,False,True,True,36.0,True,,61.0,6,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJb_-XcCOIQQ0RpEOePJorOJM,True,,"C. de Ntra. Sra. de la Luz, 118, Latina, 28047 Madrid, Spain",,2.3,,True,,,,True,False,True,True,4.0,,,95.0,7,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ0ZHmc0OJQQ0RVOw1TVPQxqo,True,,"C. de Illescas, 209, Latina, 28047 Madrid, Spain",,4.7,True,True,,,True,True,False,True,True,24.0,False,,74.0,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJvRE3biOIQQ0RTVCwLDYO26k,True,,"C. de Ntra. Sra. de la Luz, Latina, 28047 Madrid, Spain",,5.0,,True,,,,,,,,1.0,,,,0,False,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJeQHZYBiIQQ0RWPWocSFdyQo,True,,"Latina, 28047 Madrid, Spain",,3.8,,True,True,,True,True,False,True,,17.0,False,,,0,False,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJedi2-iCIQQ0Rw4agK0xlD8I,True,,"Cam. de los Ingenieros, 1, Carabanchel, 28047 Madrid, Spain",,3.7,True,True,True,True,True,True,False,True,True,61.0,,True,94.0,6,False,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJK1Q3JqmJQQ0RA6cKOkIuhTo,True,,"C. de Illescas, 203, Latina, 28047 Madrid, Spain",1.0,4.2,True,True,True,,True,True,False,True,True,223.0,False,,117.5,7,True,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJhafQ7iCIQQ0RbDpS2DRxyJk,True,,"C. Guabairo, Carabanchel, 28047 Madrid, Spain",1.0,3.1,True,True,True,True,True,True,False,True,True,40.0,,True,68.0,7,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJvbKzkQOJQQ0RXTHDiid7hrc,True,Compact establishment offering traditional Ecuadorian cooking amid a laid-back ambiance.,"Tr.ª Guabairo, 3, Carabanchel, 28047 Madrid, Spain",1.0,4.5,True,True,True,True,True,True,False,True,True,1140.0,True,False,78.0,7,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJUUjJpxOJQQ0RpSh63gp1Wxw,True,,"C. Guabairo, 6, Carabanchel, 28047 Madrid, Spain",,5.0,,False,True,True,False,False,True,False,True,6.0,True,True,54.0,6,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJa5pbJwCJQQ0RJ5UK9GfTokk,True,,"C. Guabairo, 8, Carabanchel, 28047 Madrid, Spain",,3.0,,,,,,,,,,6.0,,,98.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJe1tfYoonQg0RAKnbggBQQ-Q,True,"Compact eatery serving typical Ecuadorian meals including encebollado & meat plates, plus breakfast.","C. de Juan Alonso, 6, Carabanchel, 28047 Madrid, Spain",1.0,4.2,True,True,True,True,True,True,False,True,True,1142.0,True,False,105.0,7,True,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJlxqE6iCIQQ0RdDlH4zu9INM,True,,"C. del Espinar, 5, Carabanchel, 28047 Madrid, Spain",,2.3,,True,,,,,,True,True,3.0,False,,126.0,7,True,"['bar', 'liquor_store', 'cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJH704wCCIQQ0RQjF1uqZfWco,True,,"C. del Espinar, 5, Carabanchel, 28047 Madrid, Spain",,4.2,,False,,,True,True,False,False,True,109.0,True,,140.0,7,True,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJV7E0zv6JQQ0Rj1bO8eXKUYw,True,,"C. del Petirrojo, 8, Latina, 28047 Madrid, Spain",,3.8,True,True,,,True,True,False,,True,5.0,False,,72.5,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJi-zfWCOIQQ0Rnq4UQRLF7oU,True,,"C. de Ocaña, 106, Latina, 28047 Madrid, Spain",1.0,4.3,True,True,True,True,True,True,False,True,True,266.0,False,True,30.0,3,False,"['cafe', 'bar', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJC7E7eyCIQQ0R4NVIwIVaxQM,True,,"C. Vía Carpetana, 197, Carabanchel, 28047 Madrid, Spain",1.0,4.2,True,True,True,True,True,True,False,True,True,504.0,False,,108.0,6,False,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
ChIJazRhF4wnQg0RlYoSfibKTlQ,True,,"C. de Ramón Sainz, 19, Carabanchel, 28025 Madrid, Spain",,3.9,,True,,,,,,True,True,77.0,True,,,0,False,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJobvXGIwnQg0RsbaeM4xLigY,True,,"C. de Matilde Hernández, 90, Carabanchel, 28025 Madrid, Spain",1.0,4.4,True,True,,True,True,True,False,True,,374.0,False,,50.0,6,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJEzpOEpInQg0Rrez6TlxoUFs,True,"Pizza take-out & delivery chain offering classic & specialty pizzas, plus wings, sides & desserts.","Calle del Gral. Ricardos, 159, Carabanchel, 28025 Madrid, Spain",1.0,3.6,False,True,False,,True,True,True,False,True,1475.0,True,True,86.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJO7BkPZInQg0R1GLLeoF-T5Y,True,,"C. Juan Francisco, 7, Carabanchel, 28025 Madrid, Spain",1.0,4.1,True,True,True,True,True,True,False,True,True,311.0,,,78.0,7,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ0U1WOJInQg0RMuH-np30D5E,True,,"C. Juan Francisco, 4, Carabanchel, 28025 Madrid, Spain",,4.7,,True,,,,,False,True,True,13.0,False,,62.0,4,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJmzasG5MnQg0RE48dJGN-Z5s,True,,"C. de Luisa Muñoz, 4, Carabanchel, 28019 Madrid, Spain",1.0,4.4,True,True,,,True,True,False,True,True,566.0,True,,70.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ8bidvJMnQg0RfcPdDogou-Y,True,,"C. de Valle de Oro, 3, Carabanchel, 28019 Madrid, Spain",,4.1,,True,,,True,,False,True,,141.0,False,True,90.0,6,True,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJIfMsH40nQg0RiKDqGdZ9F70,True,,"C. de la Oca, 21, bj, Carabanchel, 28025 Madrid, Spain",1.0,4.1,True,True,True,True,True,True,False,True,True,1116.0,False,,133.0,7,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJte2eqpEnQg0RHolN1faBMJY,,,"Pl. Tarifa, 6, Carabanchel, 28025 Madrid, Spain",,4.4,,,,,,,,,,40.0,True,,54.0,6,False,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJbb7ZOo0nQg0RgzoDFA4sTK8,True,,"C. de Zaida, 62, Carabanchel, 28019 Madrid, Spain",1.0,4.0,True,True,,,True,True,False,True,True,89.0,,,97.5,7,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJKa8UGI0nQg0Rp0eNdl7lSGg,True,"Well-known fast-food chain serving grilled burgers, fries & shakes.","Metro Oca, C. de la Oca, 32, Carabanchel, 28025 Madrid, Spain",1.0,3.7,,False,True,,True,True,True,False,True,2901.0,True,True,91.0,7,True,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJtX-EOpInQg0RuwlPdgmB0mA,True,,"C. de la Parra, 39, Carabanchel, 28025 Madrid, Spain",1.0,4.5,True,True,True,False,True,True,False,True,True,2209.0,False,True,97.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJC1z4E4snQg0RDV9IkiU_fPM,True,,"Calle del Pinzón, 17, Carabanchel, 28025 Madrid, Spain",,3.7,,True,,,True,True,,True,True,3.0,,,59.5,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJvdGD74snQg0RFSnpu6ZLVLk,True,,"C. de Castrojeriz, 12, Carabanchel, 28025 Madrid, Spain",1.0,4.3,True,True,True,True,True,True,False,True,True,511.0,False,True,91.0,7,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJn-uk4IsnQg0RAuEOD1YHeoQ,True,,"C. de Castrojeriz, 14, Carabanchel, 28025 Madrid, Spain",1.0,4.0,True,True,True,True,True,True,False,True,True,576.0,False,,121.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJMZ9mbQcnQg0RMAvItFEqeVk,True,,"C. de la Oca, 68, Carabanchel, 28025 Madrid, Spain",,3.9,,True,True,,,,False,True,True,147.0,,True,84.0,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJiQJ_CYsnQg0RFa4zhabeflE,True,,"C. de la Oca, 74, Carabanchel, 28025 Madrid, Spain",,4.0,,True,,,,,,True,,1.0,False,,15.0,6,False,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJm3zRHcUnQg0RUkr2ecZm-zY,True,,"C. Blandón, 3, Carabanchel, 28025 Madrid, Spain",2.0,3.8,True,True,True,,True,True,False,True,True,362.0,False,,74.0,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJdQXmfosnQg0R6NyazwFS1Cc,True,,"C. de la Oca, 57, Carabanchel, 28025 Madrid, Spain",1.0,4.1,False,True,,,True,True,,,True,712.0,False,False,79.5,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJqTwr7kOTZA0R1BoJENfArUQ,True,,"Calle del Pinzón, Carabanchel, 28025 Madrid, Spain",,5.0,True,True,,,,True,False,True,,1.0,,,73.5,7,True,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJddKeWCsnQg0RhCANpfRf0Zk,True,,"Calle del Pinzón, 17, Carabanchel, 28025 Madrid, Spain",,4.4,True,True,True,,True,True,False,True,True,1172.0,True,,98.0,7,True,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJURSVFYsnQg0RZtPiUZOA_X4,True,,"Calle del Pinzón, 15, Carabanchel, 28025 Madrid, Spain",,4.5,True,True,,,,,,True,,21.0,False,,129.5,7,True,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJI1a8rz8nQg0R8Qz7mlrjkfk,True,,"Calle del Pinzón, 38, Carabanchel, 28025 Madrid, Spain",,4.2,,True,,,True,True,False,True,True,71.0,,,98.91666666666667,6,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJt2LOJtMnQg0R_fWqQHSzHTY,True,,"Calle del Pinzón, 38, Carabanchel, 28025 Madrid, Spain",,5.0,,True,True,,,True,False,True,True,1.0,False,,78.0,6,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ-X48ToonQg0RfFg51d5Nir0,True,,"C. de la Oca, 78, Carabanchel, 28025 Madrid, Spain",1.0,4.4,True,True,True,,True,True,False,True,True,438.0,False,True,105.5,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ1Run1EknQg0R3EEzGF6Pqis,True,,"C. Alondra, 45, Carabanchel, 28025 Madrid, Spain",,4.4,True,True,True,,True,True,,True,True,298.0,,,77.0,6,True,"['cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ_0gCYSQnQg0RrVw9y_R7WH0,True,,"C. de la Oca, 60, Carabanchel, 28025 Madrid, Spain",,3.6,True,True,True,,True,True,False,True,True,207.0,,,84.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ21JEuosnQg0RaHX37GLGD2Y,True,,"Calle del Pinzón, 42, Carabanchel, 28025 Madrid, Spain",,3.8,,True,,,True,,False,True,True,5.0,False,,84.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJh-HL09QnQg0RGXg0XCD3lbA,True,,"C. Alondra, 44, Carabanchel, 28025 Madrid, Spain",,2.3,True,True,,,True,True,False,True,True,6.0,,,90.0,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJOy6vAX0nQg0RRA9EFsJeLm8,True,,"C. Alondra, 44, Carabanchel, 28025 Madrid, Spain",1.0,4.5,True,True,True,,True,True,False,True,True,338.0,True,,60.0,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ9R9piIsnQg0RzHVBoIXJf1g,True,,"C. Alondra, 44, Carabanchel, 28025 Madrid, Spain",,4.9,,,,,,,,,True,15.0,False,,78.0,6,False,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJqSmShoQnQg0RBZfDR2-3eIM,True,,"C. Guacamayo, 6, Carabanchel, 28025 Madrid, Spain",,4.0,,True,,,,,,True,True,1.0,True,,,0,False,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJP70GdLonQg0Rpcp0qswhMW8,True,,"C. de la Oca, 81, Carabanchel, 28025 Madrid, Spain",1.0,4.0,,,,,,,,,True,75.0,,True,70.5,7,True,"['meal_delivery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJ3djNtRAnQg0RZvcxRBKo8oY,True,,"C. de las Hermanas Alonso Barceló, 2, Carabanchel, 28025 Madrid, Spain",1.0,4.1,True,True,,,True,True,True,True,True,482.0,True,True,85.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJnxqx4P4nQg0R67gaATaVRjo,True,,"C. de Tucán, 42, Carabanchel, 28025 Madrid, Spain",1.0,4.1,True,True,True,True,True,True,False,True,True,541.0,False,,66.0,6,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJmwKQT4snQg0RByWtzfmf6c4,True,,"C. de Algodre, 15, Carabanchel, 28025 Madrid, Spain",,5.0,,True,True,,,True,False,True,,4.0,False,,91.0,7,True,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJp4e7i4wnQg0RLEQHupdXnoM,True,,"C. Eduardo Morales, 11, Carabanchel, 28025 Madrid, Spain",1.0,4.4,True,True,True,True,True,True,,True,True,384.0,True,False,90.0,6,False,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ-W9mjIwnQg0RSJMbk2ngbQY,True,,"C. Eduardo Morales, 11, Carabanchel, 28025 Madrid, Spain",,2.6,,True,True,,True,True,False,True,True,48.0,,,108.5,7,True,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
ChIJ80picwAnQg0RRj1n66HbXpA,True,,"C. de Tucán, 1, Carabanchel, 28025 Madrid, Spain",,5.0,,,,,,True,False,,True,92.0,True,,56.0,6,True,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
