cod_distrito,distrito,cod_barrio,barrio,año,unidad_indicador,indicador_completo,valor_indicador
9.0,Moncloa-Aravaca,93.0,Ciudad Universitaria,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",79
9.0,Moncloa-Aravaca,93.0,Ciudad Universitaria,2019,Votos,"Elecciones municipales, votos a Más Madrid",2288
9.0,Moncloa-Aravaca,94.0,Valdezarza,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",238
9.0,Moncloa-Aravaca,94.0,Valdezarza,2019,Votos,"Elecciones municipales, votos a Más Madrid",5505
9.0,Moncloa-Aravaca,95.0,Valdemarín,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",25
9.0,Moncloa-Aravaca,95.0,Valdemarín,2019,Votos,"Elecciones municipales, votos a Más Madrid",207
9.0,Moncloa-Aravaca,96.0,El Plantío,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",20
9.0,Moncloa-Aravaca,96.0,El Plantío,2019,Votos,"Elecciones municipales, votos a Más Madrid",180
9.0,Moncloa-Aravaca,97.0,Aravaca,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",448
9.0,Moncloa-Aravaca,97.0,Aravaca,2019,Votos,"Elecciones municipales, votos a Más Madrid",3025
10.0,Latina,101.0,Los Cármenes,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
CHINA (Población total Distrito)",163
10.0,Latina,101.0,Los Cármenes,2019,Votos,"Elecciones municipales, votos a Más Madrid",2854
10.0,Latina,102.0,Puerta del Ángel,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
CHINA (Población total Distrito)",829
10.0,Latina,102.0,Puerta del Ángel,2019,Votos,"Elecciones municipales, votos a Más Madrid",6539
10.0,Latina,103.0,Lucero,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
CHINA (Población total Distrito)",697
10.0,Latina,103.0,Lucero,2019,Votos,"Elecciones municipales, votos a Más Madrid",5443
10.0,Latina,104.0,Aluche,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
CHINA (Población total Distrito)",593
10.0,Latina,104.0,Aluche,2019,Votos,"Elecciones municipales, votos a Más Madrid",9513
10.0,Latina,105.0,Campamento,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
CHINA (Población total Distrito)",150
10.0,Latina,105.0,Campamento,2019,Votos,"Elecciones municipales, votos a Más Madrid",2245
10.0,Latina,106.0,Cuatro Vientos,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
CHINA (Población total Distrito)",28
10.0,Latina,106.0,Cuatro Vientos,2019,Votos,"Elecciones municipales, votos a Más Madrid",922
10.0,Latina,107.0,Águilas,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
CHINA (Población total Distrito)",149
10.0,Latina,107.0,Águilas,2019,Votos,"Elecciones municipales, votos a Más Madrid",8568
11.0,Carabanchel,111.0,Comillas,2019,Votos,"Elecciones municipales, votos a Más Madrid",3491
11.0,Carabanchel,112.0,Opañel,2019,Votos,"Elecciones municipales, votos a Más Madrid",4890
11.0,Carabanchel,113.0,San Isidro,2019,Votos,"Elecciones municipales, votos a Más Madrid",5425
11.0,Carabanchel,114.0,Vista Alegre,2019,Votos,"Elecciones municipales, votos a Más Madrid",5884
11.0,Carabanchel,115.0,Puerta Bonita,2019,Votos,"Elecciones municipales, votos a Más Madrid",4039
11.0,Carabanchel,116.0,Buenavista,2019,Votos,"Elecciones municipales, votos a Más Madrid",7577
11.0,Carabanchel,117.0,Abrantes,2019,Votos,"Elecciones municipales, votos a Más Madrid",3813
12.0,Usera,121.0,Orcasitas,2019,Votos,"Elecciones municipales, votos a Más Madrid",4947
12.0,Usera,121.0,Orcasitas,2018,Equipamientos,Piscinas de verano,1
12.0,Usera,122.0,Orcasur,2019,Votos,"Elecciones municipales, votos a Más Madrid",1829
12.0,Usera,123.0,San Fermín,2019,Votos,"Elecciones municipales, votos a Más Madrid",3088
12.0,Usera,124.0,Almendrales,2019,Votos,"Elecciones municipales, votos a Más Madrid",2362
12.0,Usera,125.0,Moscardó,2019,Votos,"Elecciones municipales, votos a Más Madrid",3402
12.0,Usera,126.0,Zofío,2019,Votos,"Elecciones municipales, votos a Más Madrid",1962
12.0,Usera,127.0,Pradolongo,2019,Votos,"Elecciones municipales, votos a Más Madrid",1556
13.0,Puente de Vallecas,131.0,Entrevías,2019,Votos,"Elecciones municipales, votos a Más Madrid",5092
13.0,Puente de Vallecas,132.0,San Diego,2019,Votos,"Elecciones municipales, votos a Más Madrid",4825
13.0,Puente de Vallecas,133.0,Palomeras Bajas,2019,Votos,"Elecciones municipales, votos a Más Madrid",8994
13.0,Puente de Vallecas,134.0,Palomeras Sureste,2019,Votos,"Elecciones municipales, votos a Más Madrid",8189
13.0,Puente de Vallecas,135.0,Portazgo,2019,Votos,"Elecciones municipales, votos a Más Madrid",4880
13.0,Puente de Vallecas,136.0,Numancia,2019,Votos,"Elecciones municipales, votos a Más Madrid",6918
14.0,Moratalaz,141.0,Pavones,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
PERÚ (Población total Distrito)",60
14.0,Moratalaz,141.0,Pavones,2019,Votos,"Elecciones municipales, votos a Más Madrid",1774
14.0,Moratalaz,142.0,Horcajo,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
PERÚ (Población total Distrito)",13
14.0,Moratalaz,142.0,Horcajo,2019,Votos,"Elecciones municipales, votos a Más Madrid",1285
14.0,Moratalaz,143.0,Marroquina,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
PERÚ (Población total Distrito)",103
14.0,Moratalaz,143.0,Marroquina,2019,Votos,"Elecciones municipales, votos a Más Madrid",5334
14.0,Moratalaz,144.0,Media Legua,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
PERÚ (Población total Distrito)",108
14.0,Moratalaz,144.0,Media Legua,2019,Votos,"Elecciones municipales, votos a Más Madrid",3050
14.0,Moratalaz,145.0,Fontarrón,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
PERÚ (Población total Distrito)",244
14.0,Moratalaz,145.0,Fontarrón,2019,Votos,"Elecciones municipales, votos a Más Madrid",2742
14.0,Moratalaz,146.0,Vinateros,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
PERÚ (Población total Distrito)",175
14.0,Moratalaz,146.0,Vinateros,2019,Votos,"Elecciones municipales, votos a Más Madrid",2949
15.0,Ciudad Lineal,151.0,Ventas,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
ECUADOR (Población total Distrito)",737
15.0,Ciudad Lineal,151.0,Ventas,2019,Votos,"Elecciones municipales, votos a Más Madrid",7216
15.0,Ciudad Lineal,152.0,Pueblo Nuevo,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
ECUADOR (Población total Distrito)",1125
15.0,Ciudad Lineal,152.0,Pueblo Nuevo,2019,Votos,"Elecciones municipales, votos a Más Madrid",9062
15.0,Ciudad Lineal,153.0,Quintana,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
ECUADOR (Población total Distrito)",377
15.0,Ciudad Lineal,153.0,Quintana,2019,Votos,"Elecciones municipales, votos a Más Madrid",3568
15.0,Ciudad Lineal,154.0,Concepción,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
ECUADOR (Población total Distrito)",143
15.0,Ciudad Lineal,154.0,Concepción,2019,Votos,"Elecciones municipales, votos a Más Madrid",3263
15.0,Ciudad Lineal,155.0,San Pascual,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
ECUADOR (Población total Distrito)",43
15.0,Ciudad Lineal,155.0,San Pascual,2019,Votos,"Elecciones municipales, votos a Más Madrid",2965
15.0,Ciudad Lineal,156.0,San Juan Bautista,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
ECUADOR (Población total Distrito)",14
15.0,Ciudad Lineal,156.0,San Juan Bautista,2019,Votos,"Elecciones municipales, votos a Más Madrid",1894
15.0,Ciudad Lineal,157.0,Colina,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
ECUADOR (Población total Distrito)",9
15.0,Ciudad Lineal,157.0,Colina,2019,Votos,"Elecciones municipales, votos a Más Madrid",945
15.0,Ciudad Lineal,158.0,Atalaya,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
ECUADOR (Población total Distrito)",5
15.0,Ciudad Lineal,158.0,Atalaya,2019,Votos,"Elecciones municipales, votos a Más Madrid",136
15.0,Ciudad Lineal,159.0,Costillares,2019,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
ECUADOR (Población total Distrito)",10
15.0,Ciudad Lineal,159.0,Costillares,2019,Votos,"Elecciones municipales, votos a Más Madrid",2023
16.0,Hortaleza,161.0,Palomas,2019,Votos,"Elecciones municipales, votos a Más Madrid",576
16.0,Hortaleza,162.0,Piovera,2019,Votos,"Elecciones municipales, votos a Más Madrid",1472
16.0,Hortaleza,163.0,Canillas,2019,Votos,"Elecciones municipales, votos a Más Madrid",7266
16.0,Hortaleza,164.0,Pinar del Rey,2019,Votos,"Elecciones municipales, votos a Más Madrid",8197
16.0,Hortaleza,165.0,Apóstol Santiago,2019,Votos,"Elecciones municipales, votos a Más Madrid",2362
16.0,Hortaleza,166.0,Valdefuentes,2019,Votos,"Elecciones municipales, votos a Más Madrid",6329
17.0,Villaverde,171.0,"Villaverde Alto, Casco Histórico de Villaverde",2019,Votos,"Elecciones municipales, votos a Más Madrid",5534
17.0,Villaverde,172.0,San Cristóbal,2019,Votos,"Elecciones municipales, votos a Más Madrid",1086
17.0,Villaverde,173.0,Butarque,2019,Votos,"Elecciones municipales, votos a Más Madrid",3018
17.0,Villaverde,174.0,Los Rosales,2019,Votos,"Elecciones municipales, votos a Más Madrid",5571
17.0,Villaverde,175.0,Ángeles,2019,Votos,"Elecciones municipales, votos a Más Madrid",4841
18.0,Villa de Vallecas,181.0,Casco Histórico de Vallecas,2019,Votos,"Elecciones municipales, votos a Más Madrid",6358
18.0,Villa de Vallecas,181.0,Casco Histórico de Vallecas,2019,Entidades,Fundaciones (Sección 2ª),1
18.0,Villa de Vallecas,182.0,Santa Eugenia,2019,Votos,"Elecciones municipales, votos a Más Madrid",4598
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2019,Votos,"Elecciones municipales, votos a Más Madrid",8940
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2019,Votos,"Elecciones municipales, votos a Más Madrid",4158
19.0,Vicálvaro,192.0,Valdebernardo,2019,Votos,"Elecciones municipales, votos a Más Madrid",4522
19.0,Vicálvaro,193.0,Valderrivas,2019,Votos,"Elecciones municipales, votos a Más Madrid",3596
19.0,Vicálvaro,194.0,El Cañaveral,2019,Votos,"Elecciones municipales, votos a Más Madrid",309
20.0,San Blas-Canillejas,201.0,Simancas,2019,Votos,"Elecciones municipales, votos a Más Madrid",3767
20.0,San Blas-Canillejas,202.0,Hellín,2019,Votos,"Elecciones municipales, votos a Más Madrid",1426
20.0,San Blas-Canillejas,203.0,Amposta,2019,Votos,"Elecciones municipales, votos a Más Madrid",967
20.0,San Blas-Canillejas,204.0,Arcos,2019,Votos,"Elecciones municipales, votos a Más Madrid",3947
20.0,San Blas-Canillejas,205.0,Rosas,2019,Votos,"Elecciones municipales, votos a Más Madrid",6727
20.0,San Blas-Canillejas,206.0,Rejas,2019,Votos,"Elecciones municipales, votos a Más Madrid",2116
20.0,San Blas-Canillejas,207.0,Canillejas,2019,Votos,"Elecciones municipales, votos a Más Madrid",4086
20.0,San Blas-Canillejas,208.0,El Salvador,2019,Votos,"Elecciones municipales, votos a Más Madrid",2073
21.0,Barajas,211.0,Alameda de Osuna,2019,Votos,"Elecciones municipales, votos a Más Madrid",3447
21.0,Barajas,212.0,Aeropuerto,2019,Votos,"Elecciones municipales, votos a Más Madrid",249
21.0,Barajas,213.0,Casco Histórico de Barajas,2019,Votos,"Elecciones municipales, votos a Más Madrid",955
21.0,Barajas,214.0,Timón,2019,Votos,"Elecciones municipales, votos a Más Madrid",1926
21.0,Barajas,215.0,Corralejos,2019,Votos,"Elecciones municipales, votos a Más Madrid",834
1.0,Centro,11.0,Palacio,2016,Edad,Esperanza de vida al nacer Mujeres (mortalidad del periodo 2013-2016),"85,16"
1.0,Centro,11.0,Palacio,2016,Edad,Esperanza de vida al nacer Hombres  (mortalidad del periodo 2013-2016),"80,29"
1.0,Centro,11.0,Palacio,2020,Índice,Índice de Vulnerabilidad Territorial,"0,00746"
1.0,Centro,11.0,Palacio,2020,Número de orden,Posición en el ranking de distritos y/o barrios de vulnerabilidad territorial,63
1.0,Centro,11.0,Palacio,2020,Equipamientos,Institutos Públicos de Educación Secundaria,1
1.0,Centro,12.0,Embajadores,2016,Edad,Esperanza de vida al nacer Mujeres (mortalidad del periodo 2013-2016),"85,83"
1.0,Centro,12.0,Embajadores,2016,Edad,Esperanza de vida al nacer Hombres  (mortalidad del periodo 2013-2016),"80,99"
1.0,Centro,12.0,Embajadores,2020,Índice,Índice de Vulnerabilidad Territorial,"0,00819"
1.0,Centro,12.0,Embajadores,2020,Número de orden,Posición en el ranking de distritos y/o barrios de vulnerabilidad territorial,45
1.0,Centro,12.0,Embajadores,2020,Equipamientos,Centro de Día de Atención a Niños y Niñas (de 3 a 12 años),2
1.0,Centro,12.0,Embajadores,2020,Equipamientos,Bibliotecas públicas Municipales,1
1.0,Centro,12.0,Embajadores,2020,Equipamientos,Institutos Públicos de Educación Secundaria,2
1.0,Centro,13.0,Cortes,2016,Edad,Esperanza de vida al nacer Mujeres (mortalidad del periodo 2013-2016),"84,76"
1.0,Centro,13.0,Cortes,2016,Edad,Esperanza de vida al nacer Hombres  (mortalidad del periodo 2013-2016),"79,89"
1.0,Centro,13.0,Cortes,2020,Índice,Índice de Vulnerabilidad Territorial,"0,00734"
1.0,Centro,13.0,Cortes,2020,Número de orden,Posición en el ranking de distritos y/o barrios de vulnerabilidad territorial,64
1.0,Centro,14.0,Justicia,2016,Edad,Esperanza de vida al nacer Mujeres (mortalidad del periodo 2013-2016),"88,37"
1.0,Centro,14.0,Justicia,2016,Edad,Esperanza de vida al nacer Hombres  (mortalidad del periodo 2013-2016),"82,11"
1.0,Centro,14.0,Justicia,2020,Índice,Índice de Vulnerabilidad Territorial,"0,00727"
1.0,Centro,14.0,Justicia,2020,Número de orden,Posición en el ranking de distritos y/o barrios de vulnerabilidad territorial,66
1.0,Centro,14.0,Justicia,2020,Equipamientos,Institutos Públicos de Educación Secundaria,1
1.0,Centro,15.0,Universidad,2016,Edad,Esperanza de vida al nacer Mujeres (mortalidad del periodo 2013-2016),"86,42"
1.0,Centro,15.0,Universidad,2016,Edad,Esperanza de vida al nacer Hombres  (mortalidad del periodo 2013-2016),"81,04"
