nombre,postal,calle,numero,cocina,lat,lon,wheelchair
Garmendi,,,,,42.3883084,-1.7946608,
Botanic,,Calle Almirante Ferrándiz,28,,36.7466818,-3.875507,
"Voltereta, Bienvenido a Bali",,,,,39.467811,-0.3676188,
Primadonna,,,,pizza,40.4079482,-3.6984499,
casa maria y rufo,,,,,41.385866,2.1781292,
Frankfurt Ca l'Enric,43440,Plaça de l'Església,12,,41.3963054,1.1032036,
Sidrería Avenida,,,,,43.4844949,-5.2719435,
,03130,Carrer d'Holanda / Calle de Holanda,9,mexican;italian;indian,38.2337063,-0.5431341,
,03130,Carrer d'Holanda / Calle de Holanda,9,italian,38.2338732,-0.5433057,
El Rincón de la Monicha,,,,,37.8958434,-4.7746267,
La Paradeta,08014,Carrer de Riego,27,seafood,41.3766194,2.1383174,
La Paradeta,08001,Avinguda del Paral·lel,46,seafood,41.3750254,2.1721048,limited
An Ka Mario,21300,Paseo Jacinto Benavente,8,spanish;chicken;friture;regional;fish;breakfast;local,37.6533102,-6.8802093,
La Paradeta,08012,Carrer del Torrent de l'Olla,38,seafood,41.3996162,2.1602168,yes
La Bottega,,,,,36.7421903,-3.8804293,
Donde siempre,,,,,40.4054258,-3.675028,
El Sierpe,23193,Avenida Toscares,42,,37.6268043,-3.5403287,
La Espuela,23002,Calle Maestra,8,,37.7655273,-3.7910378,
Casa Sisqueta,25574,Pista de Tor,12,,42.570421,1.3975391,
Raffaello,,,,,39.4618911,-0.3606294,
Bar Restaurante Relojes,,,,,43.7343457,-7.7080236,
,,,,pizza,36.8347599,-3.9775338,
El Moreno,,Camino del Quintero,24,,29.0077279,-13.6119842,
Celler de Carmen,,,,,39.4923553,-0.360216,
Ohana,,Acebal Idigoras kalea,,,43.2633091,-2.9251894,yes
Nuevo Simón,,Avenida de la Palmera,,seafood;spanish;friture;regional;fish;local;grill,37.1883453,-7.3419387,
Pata Negra,04100,Callejón del Parque,2,regional,36.9646656,-2.2076038,
La Taberna del Barrio,,,,spanish;local,38.3463573,-0.4834422,
Cervecería Restaurante Portabella,,calle pintor Cabrera,17,spanish;local,38.3442323,-0.4922248,
Bar Rocio,,,,,38.2064223,-0.8152049,
,,,,,42.0593534,-3.5201029,
la barraca,,Calle Rubicón,,,29.00033,-13.6133663,
Lima,,,,spanish,36.0129029,-5.6046909,
Lalo's Pizza,,,,pizza,36.0127514,-5.6069523,no
No. 6 Cocina Sencilla,,,,,36.013278,-5.6045131,limited
El Reencuentro,11380,Plaza de la Paz,4 B,,36.0132028,-5.6039905,yes
La Algazara,,,,,38.2343231,-0.7901507,
Barefoot,,,,,39.4183498,3.2592168,
Los Arroyos,,,,,28.4448747,-16.309984,
Asador Tinto,01330,,,,42.5639897,-2.8372227,
Melassa,,,,crepe,39.5797455,2.656256,
La Lonja de Balerma,,,,,36.7322638,-2.8901845,
K-VA,,,,,42.2801409,-1.7497096,
Restaurante Galaxia,,,,,38.8729446,-6.9758164,
Restaurante Marchivirito,,,,,38.8909222,-6.971897,
Mesón Okondo,,Kastrexana etorbidea,,,43.2757697,-2.9719802,
La Senda,08921,Carrer de Rafael Casanova,31,,41.4527863,2.2104135,
Las Peñas,,,,,41.8274837,-3.4867605,
La Senderuela,,,,,43.2504576,-6.0174789,
San Telmo,,,,,38.3458374,-0.4822564,
Portillo,49013,Calle de Cervantes,5,regional,41.5098648,-5.7403347,
Ca la Trufa,,,,,41.6386682,2.4041762,
Mesón El Maestro,,,,,41.5073112,-5.7425889,
La Parada de Chani,29140,Camino del Pilar,48,regional,36.6576074,-4.506207,
KopaZ,,"C.C Playa Meloneras, Local Comercial C321, Calle Mar Blanco No. 6, 3rd Level",6,regional,27.7456135,-15.6114356,
,,,,,28.1185851,-16.7758325,
Central Market Restaurant,,,,,28.1196823,-16.7741192,
,,,,,28.1186467,-16.7760217,
Restaurant Stromboli,,,,italian,28.1187012,-16.7756383,
Sal y Pimienta,,,,steak;regional;italian;tapas,36.743314,-5.1662163,limited
Shawarma King,,,,kebab,37.1740888,-3.5948397,
El Taj Halal,,Calle Reyes Católicos,52,indian;kebab;arab,37.1763014,-3.5964928,limited
Negro Carbón,,Calle Puente Cabrera,9,steak;regional,37.1777054,-3.5936398,
La Mimbre,,Paseo del Generalife,18,,37.1744449,-3.5849759,
León,,,,,37.177022,-3.5965361,no
Casa 1899,,,,,37.1789785,-3.5898217,
Ceres,,,,,42.0248773,-3.7558458,
es Mercat des Peix,,,,seafood,39.5861638,2.6526614,
Restaurante Mesón de la Tierra,,,,,29.2302687,-13.5029027,
Restaurante Gaby,22720,Plaza La Fuente,1,,42.7385524,-0.7514206,
Casa Lara,,,,,42.0251747,-3.7573472,
Gastroteca la Cava,,,,,42.0255307,-3.7562651,
,,,,,42.2460232,-3.7031904,
,,,,,42.2453996,-3.7059661,
La Milanesa,,Av de la Libertad,51,,38.9155071,-6.3578658,
Al bar de Max,42002,Calle Sanz Oliveros,1,italian,41.765935,-2.4645258,
Garoa,42001,Calle de Venerable Palafox,3,spanish,41.7657826,-2.4716172,
Templo,42001,Callejón del Pregonero,3,spanish,41.765766,-2.4684487,
Taberna el Zorzal,,,,,40.4175091,-3.7108181,
La Dalía Gastrobar,,Avenida de las Acacias,5,,37.0492938,-2.3940435,no
Génova,,Calle Blas de Otero / Blas de Otero kalea,,,43.270021,-2.9445815,
Asador Toki ona,,Calle Blas de Otero / Blas de Otero kalea,,,43.2699272,-2.9470475,
Otero,,Calle Blas de Otero / Blas de Otero kalea,,,43.2697609,-2.9506871,
La Judería de Vejer,11150,Calle Judería,3,,36.2530227,-5.9644094,
Restaurante Casa Tomás,10600,Avenida de Salamanca,12,regional,40.0366314,-6.0870925,
,,Creea Vegetarien Restaurant,,,41.117894,1.2540002,
Horno de Juan,,,,,40.4237264,-3.6774281,
Tempus Fugit,08923,Avinguda dels Banús,106,burger,41.4466007,2.2150611,
Kaia,28016,Calle de Bolivia,30,,40.4583966,-3.677705,
El Viajero del Mercado,,,,,36.5305368,-6.2986076,
Buddha Bowls,,,,bowls,27.7837949,-15.7159463,
El Marinero,,,,fish,27.7360206,-15.6001534,
El Ministro,,,,,42.0838795,-6.6420829,
Restaurante Albedro,15180,Avenida de Alvedro,76,,43.302138,-8.3721691,
La Taberna de Joe,,,,,39.4701733,-0.3990177,
100 Montaditos,46018,Carrer de Burgos,11,sandwich,39.4701333,-0.3994438,
Can Pinxo,,,,,39.766182,2.7139161,
Black Bull Burger,36450,Rúa do Miño,22,burger,42.0827489,-8.5009448,yes
Cafetería pabellón de Italia,41092,Calle Isaac Newton,1,,37.4073701,-6.004696,yes
Hotel rural El Quintanal,33557,,,,43.2014766,-5.2098823,
O Camiño do Inglés,15401,Rúa Espartero,77;79,,43.4794743,-8.2448504,
Casa Manolo,,,,,37.1236909,-4.2963463,
Mejias,,,,,37.1235252,-4.2978363,
Restaurant L'Ó,,Camí de Sant Benet,,,41.744703,1.9004655,
Restaurant Món,,Camí de Sant Benet,,,41.7445496,1.8997539,
Umami Good Food,38003,Calle Sabino Berthelot,10,,28.468196,-16.2545524,
Fonda Sala,08516,Plaça Major,17,,41.9860223,2.0957512,
Restaurant Peña,25537,,,,42.7380221,0.7553154,
Restaurante Teteria,,,,arab,38.3503658,-0.4866042,
Venta Luis,11160,Camino San Ambrosio,24,,36.2054491,-5.9927458,
Chebú,,,,vietnamese,41.3791162,2.1515085,
Don Carlo,46020,Carrer de Dolores Marqués,27,pizza,39.4883536,-0.3620734,
Dilya Indian,,,,,41.1180359,1.2582664,
L'Adelita GasTrobar,,,,,41.1166376,1.256413,
Ms. Shusi,,,,,41.113935,1.2554856,
Alvocat,,,,,41.1173044,1.2568808,
Bollywood,,,,indian,41.3767505,2.1721944,
O Xeito,15008,Travesía de Meicende,147,spanish,43.3459581,-8.4478775,
Parrillada Fuentes,15008,Travesía de Meicende,170,grill,43.3465749,-8.4464247,
La Rubia Tarada 2,,,,argentinian;pizza,41.3776493,2.1726767,
Umaimon,,Carrer d'Aribau,16,ramen,41.3862961,2.1623291,
Mesón San Mamés,21240,Calle Postigo,2,barbecue;spanish;steak_house;regional;coffee_shop;local;grill,37.9447242,-6.9534315,
Cerveceria Layton,,,,spanish;tapas,38.3442883,-0.4825602,
La Taverna de L'Eixample,,,,,41.3930562,2.1737301,
My Way restaurant lounge bar,08002,Carrer de les Heures,4-10,seafood;spanish;chicken;tapas;noodles;fish_and_chips;italian;coffee_shop;ice_cream;local;mediterranean;cake;pasta;international;grill,41.3808801,2.1754294,
Tandoor,,Carrer d'Aragó,8,,41.3798786,2.1488052,
Taberna la caña resturante & tapas,35100,Avenida de Tenerife,"4, Apartamentos Green Park",regional,27.763417,-15.564971,
,,,,,42.6122529,-5.5626368,
Pardala,,,,,39.4651495,-0.4606332,
Seitán House,46009,Carrer del Periodista Llorente,4,,39.4843598,-0.3820039,
Bar Manises,,,,,39.465022,-0.4576795,
Café Bar Plaza,,,,,39.4651026,-0.4609405,
As de pollos,,,,steak_house,39.4648047,-0.4609529,
Abe's,,,,sandwich;international,39.463157,-0.4624995,
Bar Tragos,,,,,39.4649218,-0.4569815,
Casa Blasco,,,,,39.4644385,-0.4567438,
El Papagayo Bar&Grill,,,,,41.2931239,1.5184339,
La Tasca del Barrio,,,,spanish;tapas,38.3463514,-0.4833896,
Bar Restaurante La Abuela,,,,,37.4687556,-4.4273801,
O Xantar,15402,Rúa Real,182,seafood,43.4815006,-8.2395269,
Taberna El mellizo,,,,,37.3959945,-6.1394168,
Coque,28010,Calle del Marqués de Riscal,11,,40.4306865,-3.6905135,no
El pollastre valencià,,,,,39.4630655,-0.3874851,
Restaurante Puerta Nazarí,,,,traditional;regional,36.9012131,-3.429057,
Habesha,28045,Paseo de Santa María de la Cabeza,16,,40.4060838,-3.6949468,
L’atelier,,,,mediterranean,38.3456752,-0.4821439,
la Giralda,08290,Carrer Escoles,25,spanish,41.4901768,2.1383377,
El Chapulín,,"Plaça de Francesc Rosselló, pintor",3,mexican,39.564952,2.6266735,
Il capriccio,,Carrer de Costa i Llobera,24,,39.5751766,2.6578074,
La Mémé,,Avinguda del Comte de Sallent,14,,39.578233,2.6506238,
Vida Jonda,41003,Calle Relator,,,37.4004344,-5.9898182,
la Galera,,,,,41.8463601,3.130056,
Mac Burger,15701,Rúa de Santiago de Chile,22,,42.871613,-8.5502519,
Pizzería El Jefe,,,,,39.4488696,-0.3915954,
Ginos,15004,Rúa Juana de Vega,17,,43.3667654,-8.4057829,
Mercat de la Reina,,,,,39.4746451,-0.375004,
Nirala Family Hall,,,,pizza;indian,41.4340442,2.2178579,limited
Bar Risueño,,,,,39.4713928,-0.3991949,
Bar Marfil,,,,spanish,39.4718058,-0.3972902,
Cervecería Finisterra,,,,spanish,39.4744578,-0.3973314,
Salazón,,,,,36.7265862,-3.7268396,
Rostisseria Pit i Cuixa,08921,Avinguda Pallaresa,154,chicken,41.4570968,2.2087448,
Pizzamanía,08921,Avinguda Pallaresa,112,pizza,41.4557723,2.2070959,
Smyrna,,,,,41.3816987,2.1869884,
Kapadokya,,,,,41.3816228,2.1870013,
La tasquita del inglés,41410,Plaza Palenque,,regional,37.4714406,-5.6407253,
Jiao Zi Q,,,,chinese;noodle,41.3833115,2.1545535,yes
Yoüme,,,,japanese,41.3835882,2.1541892,limited
,,,,,42.2518906,-3.5869559,
Buscando el Norte,,,,,39.5766397,2.6522069,
La Raíz,47007,Calle de Recondo,,regional,41.6413537,-4.730546,limited
L'Aplec,,Carrer Carretera,35,,38.8211469,-0.2214341,
,,,,,41.8475909,3.1277654,
Can Cornut,,,,,39.5235115,2.4739111,
Punto 24h,,,,,42.1472327,-0.4250892,
ôven,,,,,37.986771,-1.1310024,
Zuppa,,,,,40.4131701,-3.7006227,
Zuppa,,,,,40.4125294,-3.6992463,
4 Blooms Burgers & Fries,,,,american,38.3891005,-0.4882781,
Asador Don Rigodón,,,,barbecue,39.9822743,-0.0332476,yes
La Pulperia de Palamós,,,,seafood,41.8476507,3.1290374,
Eat Alia,,,,pizza,41.846503,3.1289842,
Moss,,Carrer de Mauri i Vilar,9,sushi,41.8464719,3.1292057,
La Tortilla,17230,Carrer Major,29,mexican;american,41.8472875,3.1295284,
Hikina Poké,,,,,39.9837939,-0.0393991,
La cepa,,,,,43.3243702,-1.9848276,
Klásico,,,,burger,37.4019957,-6.0051663,
Sabino,,,,,37.4019663,-6.0048898,
Cafetería ETSI,,,,,37.4109711,-6.000689,
Cafetería ETSI,,,,,37.4116848,-6.0004717,
Ginos,,,,,37.3514544,-6.0470442,
,,,,,28.0876096,-16.7380636,
La Piazzetta del Mar,,Calle la Paloma,2,,28.051514,-16.7187633,
,,,,,28.0515489,-16.7177883,
Beli,,,,pizza,39.7108048,3.4576104,
La Nova Font,,,,spanish,41.3852259,2.0478658,
Wine and food,,,,,39.5708893,2.6520996,
Tasca El Palomar,,,,,38.9415308,-0.1346734,
jauregibarria jatetxea,48340,Bideaur auzoa,4,fine_dining,43.2129601,-2.7271009,yes
Casa Luño,,,,,41.6521124,-0.8982275,
L'Arcobaleno di Francesca,,,,pizza,41.8507883,3.130046,
Gatblau,08015,Carrer del Comte Borrell,122,,41.3818725,2.1568973,
Babel,,,,,42.0070809,-4.5280345,
Duke,,,,,42.0104545,-4.5306195,
Restaurante Cafetería Arak,,,,,38.9569288,-4.0096607,
Lo Nuestro,,Calle Isla Margarita,5,,28.0699479,-16.6628005,
Estel de Gràcia,,Carrer de Francisco Giner,23,,41.399022,2.1591753,
Ca la Paquita,,,,,42.2224246,2.1661021,
Bar Metro,,,,,37.3533468,-6.0472887,
Gran mundo,,,,,37.3528316,-6.0471672,
La pinzelá,,,,,37.3445651,-6.0458832,
Magnate Vinoteca Restaurante,08036,Carrer de Casanova,193,mediterranean,41.3927085,2.1489423,
Montemayor,28027,Calle Virgen del Sagrario,3,,40.4340722,-3.6478356,
Bongo,18009,Plaza de Isabel la Católica,2,,37.1756323,-3.596726,
,,,,,42.3096815,-3.723289,
A Táboa de Picar,15705,Rúa do Pombal,17,tapas,42.879611,-8.549114,
The Wild Asparragus,,,,,38.955422,1.5137337,
Bunch of Grapes,,,,,38.9551069,1.5142097,
Ousraf,,,,arab;moroccan,39.5661533,3.207842,
restaurante Diegos's,,,,,40.6240744,-3.1980627,
,,,,,41.9579194,-2.9855413,
Mudarra,,Plaza Condestable,9,,42.0227719,-3.2888557,
The Food Print,,,,kebab,42.1318333,-0.4024121,
Trepia Gastronomía,,,,,42.2385338,-8.7247991,
,,,,,36.8346888,-2.4462744,
Roots Lamarca,28004,Calle de Fernando VI,10,,40.4245829,-3.6956332,
,,,,,36.8902572,-4.1461265,
Niño Corvo,36202,Rúa Real,22,,42.2389551,-8.7278419,
Bar La Plaça,46900,Plaça Major,8,,39.436832,-0.463612,
Bar La Sarten Por El Mango,46900,Carrer del Pare Méndez,123,,39.430027,-0.472704,
Bar La Falla,46900,Carrer de la Benemèrita Guàrdia Civil,8,,39.435162,-0.473728,
Bar La Gamba,46900,Carrer de El Salvador,71,,39.43644,-0.472929,
Bar Juanes,46900,Carrer de Sant Gaietà,34,,39.440174,-0.465194,
Bar La Estación,46900,Carrer de Sant Nicolau,1,,39.435532,-0.46103,
Bar Hermanos Lopez,46900,Carrer de Valentin Planells,18,,39.435986,-0.468796,
Bar Jo-bi,46900,Carrer de Sant Jeroni,2,,39.436569,-0.469454,
Bar Go Diamond,46900,Carrer de Ramón y Cajal,24,,39.437683,-0.467668,
Bar Goriet,46900,Carrer de Pintor Genovés,23,,39.434238,-0.475596,
Bar Germanies,46900,Carrer de Germanies,51,,39.432899,-0.473163,
Restaurante Asador Europa,46900,Plaça d'América,6,regional,39.429531,-0.478697,
Bar El Zaguan,46900,Carrer del Marquesat,16,,39.428234,-0.476499,
Bar España,46900,Carrer del Pare Méndez,86,,39.4333668,-0.4687281,
Bar El Dorado,46900,Carrer del Pare Méndez,89,,39.4327045,-0.4693124,
Bar El Pilar,46900,Carrer d'Almeria,11,,39.4391704,-0.4615847,
Bar Casa Paco,46900,Carrer de Lleó XIII,1,,39.4352733,-0.4773179,
Bar Coco's,46900,Carrer d'Azorin,30,,39.4329236,-0.4778612,
Bar Cachala,46900,Carrer de Xirivella,10,,39.440571,-0.463482,
Bar Cantabrico,46900,Avinguda Al Vedat,83,,39.433807,-0.471133,
Bar Bocateria Familia,46900,Avinguda Al Vedat,102,,39.4313503,-0.4741065,
Bar Bocatería Tirant Lo Blanc 19,46900,Carrer de Tirant lo Blanc,19,,39.433094,-0.469324,
Bar Arenas,46900,Carrer de Germanies,65,,39.432114,-0.474386,
Bar Aurelio,46900,Carrer de Federico Maicas,10,,39.435612,-0.473571,
Bar Almazan,46900,Carrer de Sant Valerià,38,,39.4343857,-0.477731,
4 palmas,46900,Carrer del Camí Reial,104,pizza;coffee_shop;breakfast,39.4343201,-0.4792659,
Bar Bocateria Chivito,46900,Carrer del Pare Méndez,47,,39.4344513,-0.4667879,
Mi Chela Helada,46900,Carrer d'Azorin,9,mexican,39.431431,-0.477112,
Salero Gastrobar,46900,Plaça de la Llibertat,7,,39.4299617,-0.473821,
Blanc I Negre,46900,Carrer del Pare Méndez,75,,39.4333226,-0.4684454,
Restaurante Don Julio,46900,Plaça Major,15,,39.444801,-0.507404,
Yzlim S.l.,46900,Carrer de Ausias March,1,,39.401852,-0.50463,
Gamebar,46900,Avinguda Al Vedat,180,,39.4271542,-0.4815946,
Cafetería One Coffee,46900,Plaça Major,33,,39.437008,-0.463893,
Divino Pecado Lounge Bar,46900,Avinguda de Barcelona-92,114,,39.425007,-0.466208,
Restaurante La Font De Sant Lluis,46900,Camí de la Font de Sant Lluís,99,,39.437668,-0.518374,
Bar Bocatería La Cucharita,46900,Carrer de Seul 88,1,,39.42548,-0.4693,
Cafeteria El Matiner,46900,Carrer dels Sants Patrons,35,,39.434826,-0.462227,
Bar Casa Laura,46900,Avinguda Al Vedat,134,,39.4290829,-0.4777316,
Bar Entre Amics,46900,Carrer del Pare Méndez,144,,39.428844,-0.474881,
Bar La Birra Y Mas,46900,Carrer de la Constitució,6,,39.434299,-0.473793,
Cafe Restaurant Ficus,46900,Carrer de Ramón y Cajal,6,,39.4370839,-0.4659945,
Bocatería Hamburguesería Madok La Torre,46900,Plaça Major,35,,39.4371772,-0.4638199,
Malik Kebab Pizza,46900,Carrer del Doctor Gómez Ferrer,9,,39.437466,-0.46491,
Bar Cerveceria Valencia,46900,Carrer de Picanya,14,,39.441307,-0.459952,
Charles Lounge Bar,46900,Carrer del Pare Méndez,49,,39.4343895,-0.4668745,
Bar La Cabaña de Jaén,46900,Carrer de Germanies,72,,39.43203,-0.474604,
Somni Cuina De Mercat,46900,Avinguda de Barcelona-92,3,,39.42894,-0.47065,
Bar Los Hermanos,46900,Carrer de la Constitució,49,,39.430534,-0.479178,
Tgb The Good Buguer Torrent,46900,Plaça de la Unió Musical de Torrent,5,,39.431324,-0.472706,
Cafeteria Taberna La Oficina,46900,Carrer de Lope de Rueda,2,,39.4294141,-0.476222,
Pizza & Caña,46900,Carrer de la Mare de Déu del Puig,5,,39.429455,-0.475144,
Cafeteria Restaurante Central Park,46900,Carrer de Sidney 2000,8,,39.42762,-0.470519,
Malavesat Restaurant,46900,Carrer del Pare Méndez,57,,39.4339717,-0.4675148,
Bar Virgen Del Olivar,46900,Carrer de la Mare de Déu de l'Olivar,40,,39.4352828,-0.4617984,
Aigua Marina Salon,46900,Carrer del Pare Méndez,29,,39.435093,-0.466016,
Bar Restaurante Asiático Hui Ii,46900,Carrer de 25 d'abril,1,,39.4318285,-0.4735027,
Restaurante Santa Apolonia,46900,Carrer Arxiprest d' Hita,6,,39.4104686,-0.4852561,
Bar Sabor,46900,Plaça de la Unió Musical de Torrent,2,,39.4311717,-0.4725608,
Restaurante Cafeteria Dejavu,46900,Carrer del Montgó,10,,39.434193,-0.467993,
Coffee & Gin's,46900,Avinguda Al Vedat,137,,39.4296677,-0.4760533,
Tapas Y Pintxos con Encanto,46900,Carrer del Pare Méndez,126,,39.4299335,-0.4732948,
Bar Bocateria El Rincón De León,46900,Plaça de la Llibertat,10,,39.429882,-0.474173,
Tapa Nui Tapas & Copas,46900,Avinguda Al Vedat,180,,39.426056,-0.482416,
El Último Que Cierre,46900,Carrer de 25 d'abril,17,,39.43309,-0.474875,
Bar Restaurante Franc - Marc,46900,Carrer de l'Horta,9,,39.4337286,-0.4731156,
Cafeteria Yuste,46900,Plaça de Colom,13,,39.4364853,-0.46301,
Bar Cafeteria El Raco De Mimo,46900,Avinguda Al Vedat,67,,39.4341219,-0.4691894,
Cerveceria London Beer,46900,Carrer del Marquesat,7,,39.4284661,-0.4766023,
Lo Que Diga La Rubia,46900,Albereda de la Reina Sofía,6,,39.427227,-0.481695,
Restaurante La Barraca,46900,Plaça Pedro Iturralde Ochoa,11,,39.4241998,-0.4813315,
La Zumería,46900,Carrer del Pare Méndez,79,,39.433086,-0.468758,
Cafeteria Medas,46900,Autovía del Mediterráneo,,,39.4013469,-0.4920083,
Coffee Cream,46900,Plaça de la Unió Musical de Torrent,9,,39.4314554,-0.4718764,
Cafetería Tragabolas,46900,Carrer de Nicolás Andreu,24,,39.43874,-0.459864,
Bar Restaurante Casa Juan,46900,Carrer Caixa d'Estalvis,7,,39.4310876,-0.4728443,
Cafeteria Mara,46900,Carrer de Francisco Tarrega,8,,39.432725,-0.4775916,
Bar Toledo,46900,Carrer Músic Mariano Puig Yago,24,,39.437553,-0.470935,
Restaurante Sol y Nata,46900,Avinguda Al Vedat,181,,39.426975,-0.480168,
Bar Quesada,46900,Carrer del Pare Méndez,146,,39.4287604,-0.4750061,
Bar Quevedo,46900,Carrer del Frare Antonio Panes,5,,39.43986,-0.459567,
Bar Justo's,46900,Carrer de Germanies,102,,39.4306057,-0.4771431,
Bar Mama Carmen,46900,Carrer de Sant Valerià,34,,39.434067,-0.477461,
Bar Bartual,46900,Carrer de Sant Valerià,19,,39.4328932,-0.4764891,
Bar Cuatro Hermanos,46900,Carrer de la Mare de Déu de la Soledat,20,,39.431416,-0.465,
Taberna El Noray,46900,Carrer del Frare Antonio Panes,7,,39.439965,-0.4594802,
Restaurante La Casa Vella,46900,Carrer del Jutge Àngel Querol,8,,39.4345868,-0.4675479,
Burguer Drago,46900,Carrer de València,12,,39.441269,-0.463151,
Bar Restaurante El Micalet,46900,Carrer del Camí Reial,127,,39.4335995,-0.4804441,
Cafeteria Liceo 39,46900,Avinguda Al Vedat,39,,39.4350792,-0.4677112,
Wansda Restaurante Cocina Oriental,46900,Avinguda de Sant Llorenç,150,,39.41795,-0.48995,
Bar San Valeriano,46900,Carrer de Sant Valerià,18,,39.43261,-0.475843,
Shiva Nature,46900,Plaça Pedro Iturralde Ochoa,1,,39.4246253,-0.4808157,
Toni Pizzeria,46900,Carrer Axiprest Navarro Nogueroles,13,,39.436825,-0.460854,
Sentideta - Restaurant,46900,Carrer de Sant Cristòfol,6,,39.4362477,-0.4649312,
Bar La Taberna De Moe,46900,Carrer del Pare Méndez,86,,39.4333938,-0.4686888,
Restaurante Santo Domingo,46900,Carrer del Doctor Beltran Bàguena,15,,39.432411,-0.546548,
Restaurante Monte Vedat,46900,Carrer de la Font de Sant Lluis,24,,39.4182523,-0.4896549,
Restaurante Peamflo - Innova Catering,46900,Carrer Hort de Soriano,27,,39.443996,-0.501152,
Restaurante Los Abetos II,46900,Carrer Palmiters,2,,39.441311,-0.501616,
Restaurante Mirador,46900,Carrer de Paiporta,88,,39.433369,-0.602105,
Restaurante L'Estany,46900,Carrer Sol,12,,39.42297,-0.48329,
Restaurante Los Abetos I,46900,Carretera del Mas del Jutge,64,,39.439667,-0.495243,
Restaurante La Plaza,46900,Plaça de la Llibertat,16,,39.43042,-0.474245,
Bembezar Restaurante,46900,Avinguda de Sant Llorenç,117,,39.421928,-0.48919,
Restaurante La Bolera,46900,Carrer de El Salvador,8,,39.43433,-0.47062,
Pepika,46900,Plaça d'América,4,,39.4303352,-0.478038,
Restaurante Els Tarongers,46900,Calle Calderers,6,,39.44038,-0.486501,
Restaurante La Bodega,46900,Carrer de la Constitució,11,,39.4341223,-0.4737411,
Restaurante El Romeral,46900,Camí del Romeral,13,,39.42128,-0.49262,
Restaurante Danubio Azul,46900,Carrer de Carlet,17,,39.4267296,-0.4741453,
Restaurante Delicias De China,46900,Avinguda Al Vedat,34,,39.4350045,-0.4684131,
Restaurante Cibeles,46900,Carrer de Sedaví,39,,39.434772,-0.472741,
Restaurante Da Dong,46900,Carrer d'Azorin,5,chinese,39.4311629,-0.4764198,
Bar Restaurante Casa El Chesús,46900,Carrer del Doctor Gómez Ferrer,104,,39.442028,-0.462031,
Restaurante Casa Marcelo,46900,Carrer de la Plana,3,,39.4312353,-0.47052,
Restaurante Camí Reial,46900,Carrer del Camí Reial,122,,39.4335648,-0.481005,
Casa Agustin,46900,Carrer del Doctor Gómez Ferrer,17,,39.437904,-0.464652,
Restaurante Asador Azorin,46900,Carrer d'Azorin,12,,39.4315118,-0.4764335,
Restaurante Cafeteria New Ximo Iii,46900,Avinguda de Barcelona-92,112,,39.424942,-0.466299,
Restaurante La Jabugueria,46900,Carrer del Camí Reial,179,,39.430499,-0.4904964,
Restaurante Alameda,46900,Carrer de la Mare de Déu del Puig,21,,39.4286043,-0.476408,
Pizzeria Sapori D'italia,46900,Carrer del Pare Méndez,134,,39.429493,-0.47392,
Restaurante Ca Tomas,46900,Avinguda de Sant Llorenç,175,,39.418877,-0.48864,
Bar Pacos,46900,Carrer de El Salvador,5,,39.43409,-0.470548,
Pantera Rosa,46900,Carrer de Germanies,38,burger,39.4345591,-0.4708449,
Non Solo Pizza,46900,Albereda de la Reina Sofía,,,39.4270133,-0.481439,
Bar Bocatería Olímpica 2000 II,46900,Carrer d'Azorin,10,,39.4312951,-0.4761979,
Mini Bar,46900,Carrer d'Azorin,40,,39.4337929,-0.4788092,
Mini Bar,46900,Avinguda Al Vedat,78,,39.432805,-0.4718026,
Licoreria Central,46900,Carrer de la Plana,7,,39.430614,-0.468445,
Los Toneles,46900,Carrer de la Mare de Déu del Puig,1,,39.429832,-0.4745245,
La Iaia,46900,Avinguda Al Vedat,138,,39.4288757,-0.4782873,
La Tasquita de Jose,46900,Carrer de la Mare de Déu de la Purificació,19,,39.4403675,-0.4610822,
La Cafetería,46900,Carrer de Sant Valerià,27,,39.4337955,-0.4774895,
Exit Lounge Bar,46900,Carrer de la Costera,6,,39.430229,-0.469486,
El Meson De Tio Alberto,46900,Plaça Pedro Iturralde Ochoa,11,,39.4241662,-0.4812875,
Cerveteka,46900,Avinguda Al Vedat,160,,39.427582,-0.480589,
Coffee One,46900,Avinguda Al Vedat,81,,39.4335919,-0.4700139,
Cerveceria Rio Mundo,46900,Carrer del Jutge Àngel Querol,2,,39.434842,-0.4678029,
Cerveceria Rafi,46900,Carrer de Sagra,9,,39.436928,-0.464876,
Cervecería Boomerang,46900,Carrer de Sant Valerià,25,,39.4333651,-0.4770225,
Cervecería Purin,46900,Plaça de Colom,14,,39.4362423,-0.4630158,
Cerveceria Anar Y Tornar,46900,Carrer de Ramón y Cajal,32,,39.437668,-0.467692,
Restaurante Pregos,46900,Carrer de la Plana,1,,39.431301,-0.470751,
Dishii Bar,46900,Plaça Mestre Giner,14,,39.4381365,-0.4630413,
Cafetería Heladería Príncipe II,46900,Avinguda Al Vedat,130,,39.4296193,-0.4771579,
Cafetería Cervecería El Molí,46900,Carrer de Gabriela Mistral,8,,39.438992,-0.459519,
Cafeteria Restaurante Gaudi,46900,Plaça Pedro Iturralde Ochoa,12,,39.4243166,-0.4812281,
Bar La Bugui,46900,Carrer del Pare Méndez,69,,39.433464,-0.468169,
